carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate
52936,2020/11/22,23.9,"{""2020-12-14"": ""22.98"", ""2021-01-20"": ""22.3"", ""2021-02-05"": ""22""}",2021/3/4,2021/3/4
35640,2020/10/31,8.5,{},2020/11/3,2020/11/3
46502,2020/5/3,4.3,{},2020/5/27,2020/5/27
518,2021/7/9,5.8,{"2021-07-10": "3.4"},2021/7/10,2021/7/10
49467,2020/8/9,3.3,{},2020/9/6,2020/9/6
17881,2020/11/17,16.18,"{""2020-12-02"": ""15.7"", ""2020-12-08"": ""15.5"", ""2021-01-13"": ""15.2""}",2021/1/18,2021/1/18
5773,2020/10/25,4.28,{},2020/11/3,2020/11/3
70155,2020/8/9,19.98,{},2020/9/1,2020/9/1
11960,2021/1/24,3.2,{},2021/1/27,2021/1/27
7364,2021/7/17,8.58,{},2021/7/20,2021/7/20
16374,2020/4/14,13.4,{},2020/5/4,2020/5/4
52772,2020/4/19,10.5,{"2020-04-20": "9.97"},2020/4/22,2020/4/22
18357,2020/12/18,11,{},2021/1/3,2021/1/3
73645,2020/6/6,2.4,{},2020/6/11,2020/6/11
12945,2020/5/23,36.8,{},2020/6/28,2020/6/28
61771,2021/5/25,7.6,{},2021/6/6,2021/6/6
35571,2020/8/24,6.8,"{""2020-08-31"": ""6.2"", ""2020-09-02"": ""6.15"", ""2020-09-05"": ""6"", ""2020-09-13"": ""6.1""}",2020/9/13,2020/9/13
23051,2020/6/17,21.3,{},2020/7/2,2020/7/2
3607,2020/4/24,5.68,{},2020/4/29,2020/4/29
62603,2020/3/24,18.88,{},2020/4/2,2020/4/2
68266,2020/9/29,19.3,{},2020/10/18,2020/10/18
43609,2020/2/23,24.88,"{""2020-04-24"": ""24.08"", ""2020-05-03"": ""22.98""}",2020/5/9,2020/5/9
52675,2021/3/31,7,{},2021/4/1,2021/4/1
59217,2020/8/19,4,{"2020-08-29": "3.8"},2020/9/2,2020/9/2
64126,2020/9/15,1.5,{"2020-09-19": "1.38"},2020/10/9,2020/10/9
43162,2021/3/3,47,{},2021/3/18,2021/3/18
27123,2020/11/9,4.38,"{""2020-11-26"": ""4.28"", ""2020-12-02"": ""4.2399"", ""2020-12-04"": ""4.21"", ""2020-12-08"": ""4.19""}",2021/1/14,2021/1/14
47410,2021/4/27,4.6,{},2021/5/10,2021/5/10
57502,2020/11/7,4.2,{"2020-11-13": "3.8"},2020/12/1,2020/12/1
60774,2021/7/8,4,{"2021-07-10": "4.2"},2021/7/17,2021/7/17
11575,2021/7/7,23.98,"{""2021-07-15"": ""23.8"", ""2021-07-24"": ""23.6"", ""2021-07-31"": ""23.8799""}",2021/8/4,2021/8/4
63986,2020/7/31,2.98,{},2020/8/14,2020/8/14
240,2021/6/7,5.98,{"2021-06-10": "5.48"},2021/7/19,2021/7/19
4845,2021/5/15,36,{"2021-05-19": "35"},2021/5/20,2021/5/20
47176,2021/3/10,8,{},2021/4/7,2021/4/7
26071,2021/7/10,41.5,{},2021/8/12,2021/8/12
10986,2020/9/10,18.5,{"2020-09-19": "17.98"},2020/9/23,2020/9/23
13995,2020/7/19,22.5,{},2020/7/20,2020/7/20
72124,2021/4/16,7.9,{},2021/4/22,2021/4/22
18287,2020/3/8,8.58,{},2020/3/10,2020/3/10
18706,2021/4/30,45.8,{},2021/5/10,2021/5/10
12857,2020/8/6,4.5,{"2020-09-01": "4.2"},2020/9/30,2020/9/30
9423,2020/8/15,3.5,{},2020/8/24,2020/8/24
2746,2020/6/27,18.8,{},2020/6/29,2020/6/29
50784,2020/10/24,8.8,{"2020-11-09": "8.6"},2020/11/22,2020/11/22
35067,2020/9/5,19.6,{},2020/9/16,2020/9/16
39403,2020/10/31,15.5,{},2020/11/6,2020/11/6
34319,2020/11/10,7.6,{},2020/11/14,2020/11/14
7943,2020/9/12,26.3,"{""2020-09-13"": ""25.5"", ""2020-09-21"": ""24.9"", ""2020-09-27"": ""24.6"", ""2020-09-30"": ""24.5""}",2020/10/2,2020/10/2
30664,2020/4/5,24.3,{},2020/4/15,2020/4/15
48257,2021/2/25,6.7,{},2021/3/7,2021/3/7
53008,2020/3/17,8.3,{},2020/3/24,2020/3/24
27662,2021/6/22,1.98,{},2021/6/30,2021/6/30
2854,2021/7/12,7.8,"{""2021-07-13"": ""7.5"", ""2021-07-29"": ""7.3""}",2021/8/30,2021/8/30
1574,2021/6/18,3.14,{},2021/6/21,2021/6/21
70337,2020/11/4,3.58,{},2020/11/6,2020/11/6
61458,2021/4/22,18.2,{},2021/7/29,2021/7/29
27943,2020/5/8,6,{},2020/5/9,2020/5/9
52387,2020/7/31,13.88,{},2020/8/5,2020/8/5
23746,2021/5/6,6.88,{},2021/5/12,2021/5/12
15021,2020/12/24,1.5,{},2021/1/1,2021/1/1
25243,2020/6/23,8.68,{},2020/7/2,2020/7/2
64075,2020/9/4,9.2,"{""2020-09-12"": ""8.9799"", ""2020-09-13"": ""8.97"", ""2020-10-13"": ""24.8"", ""2020-10-23"": ""23.8799"", ""2020-10-25"": ""23.68""}",2020/11/8,2020/11/8
68750,2020/5/18,18,{},2020/9/22,2020/9/22
57868,2020/3/6,33.5,{},2020/5/5,2020/5/5
73815,2020/9/15,8.95,{"2020-09-22": "8.68"},2020/10/18,2020/10/18
68584,2020/12/14,5.3,{},2021/1/6,2021/1/6
49168,2021/1/22,6.3,{"2021-01-24": "5.8"},2021/3/8,2021/3/8
41748,2021/3/28,7.5,"{""2021-04-24"": ""6.8"", ""2021-04-30"": ""7.1""}",2021/5/5,2021/5/5
65357,2020/8/8,2.2,{},2020/8/20,2020/8/20
72400,2021/1/12,6.8,{"2021-03-03": "6.68"},2021/3/14,2021/3/14
5707,2020/11/14,5.8,{},2020/11/28,2020/11/28
69924,2021/6/4,6.98,{},2021/10/18,2021/10/18
52901,2021/2/21,17.65,{},2021/2/27,2021/2/27
3046,2020/10/7,7.6,{},2020/10/18,2020/10/18
5111,2020/8/3,19.6,{},2020/8/12,2020/8/12
19527,2020/3/30,2.9,{},2020/4/14,2020/4/14
65376,2020/3/20,7.28,{},2020/4/25,2020/4/25
54172,2020/6/5,4.98,{},2020/6/16,2020/6/16
11067,2020/11/20,2.7799,{},2020/12/31,2020/12/31
65489,2021/7/23,10.8,{},2021/8/10,2021/8/10
51798,2020/5/11,9.3,{},2020/8/5,2020/8/5
33167,2020/9/1,21.9,"{""2020-09-11"": ""21.85"", ""2020-10-13"": ""21.5""}",2020/10/14,2020/10/14
45115,2021/7/6,1.3,{},2021/7/20,2021/7/20
71658,2020/3/9,5,{},2020/6/8,2020/6/8
70218,2020/9/12,17.58,{"2020-09-27": "16.58"},2020/10/11,2020/10/11
73552,2020/11/13,3,{},2020/11/15,2020/11/15
29646,2020/9/23,6.5,{},2020/9/24,2020/9/24
53174,2020/12/3,34.28,"{""2020-12-04"": ""33.68"", ""2020-12-26"": ""32.88""}",2020/12/31,2020/12/31
4990,2021/7/15,2.68,{},2021/7/22,2021/7/22
46108,2020/12/7,2.4,{"2020-12-08": "2.2"},2021/1/17,2021/1/17
42693,2020/2/21,33.8,{},2020/4/1,2020/4/1
49396,2020/1/17,17.5,{"2020-02-15": "17.3"},2020/3/7,2020/3/7
1521,2021/5/11,6,"{""2021-05-15"": ""5.8"", ""2021-06-08"": ""6.2"", ""2021-06-15"": ""5.92""}",2021/6/20,2021/6/20
625,2021/7/17,0.8,{},2021/7/18,2021/7/18
73249,2020/8/21,3.43,{},2020/9/9,2020/9/9
44772,2020/11/12,7.38,{"2020-11-13": "7.18"},2020/11/15,2020/11/15
23275,2020/8/12,4.98,{},2020/9/20,2020/9/20
67192,2021/1/5,12.58,{"2021-01-06": "12.88"},2021/1/9,2021/1/9
10747,2020/6/21,4.85,{},2020/7/10,2020/7/10
40511,2020/4/16,23.5,{"2020-05-02": "23"},2020/6/9,2020/6/9
5570,2020/9/27,26,{},2020/10/16,2020/10/16
27330,2021/5/28,5.1,{},2021/7/1,2021/7/1
36113,2020/6/12,17.6,{},2020/6/18,2020/6/18
62509,2020/12/2,12.5,{},2021/1/4,2021/1/4
14345,2020/8/10,14.8,{},2020/8/20,2020/8/20
23246,2021/2/3,4.68,{},2021/2/20,2021/2/20
43126,2020/2/28,6.88,{},2020/3/5,2020/3/5
62233,2020/11/17,5.2,{},2020/11/18,2020/11/18
38066,2021/4/4,1.78,{},2021/4/16,2021/4/16
66390,2020/9/22,28.5,"{""2020-11-01"": ""27"", ""2020-11-05"": ""26""}",2020/11/9,2020/11/9
32498,2021/6/18,3.9,{},2021/7/18,2021/7/18
29787,2020/12/11,31.98,{},2020/12/14,2020/12/14
61774,2020/12/26,4.08,{"2020-12-30": "3.88"},2021/1/2,2021/1/2
53370,2020/7/11,21.48,{},2020/7/30,2020/7/30
49952,2020/7/25,12.28,{},2020/9/1,2020/9/1
14653,2020/1/7,0.95,{},2020/4/3,2020/4/3
71833,2021/7/22,21.88,{},2021/7/24,2021/7/24
30555,2021/6/27,8.3,{},2021/7/2,2021/7/2
53890,2021/6/20,6.6,{},2021/7/2,2021/7/2
1337,2021/6/25,6.38,{},2021/6/30,2021/6/30
67660,2020/6/27,2.68,{"2020-07-04": "2.58"},2020/7/27,2020/7/27
35907,2020/9/3,26,{"2020-09-24": "25.8"},2020/10/1,2020/10/1
8335,2020/9/27,11.5,{},2020/10/3,2020/10/3
68037,2020/3/7,18.8,{"2020-03-15": "17"},2020/11/25,2020/11/25
31614,2020/9/8,5.9,"{""2020-09-18"": ""5.7"", ""2020-10-11"": ""5.6""}",2020/10/15,2020/10/15
47354,2020/7/4,9.2,"{""2020-07-13"": ""9.1"", ""2020-07-16"": ""9"", ""2020-07-30"": ""6""}",2020/7/31,2020/7/31
59085,2020/8/12,8.8,{"2020-09-11": "9.2"},2020/9/30,2020/9/30
64229,2020/3/6,7.5,{},2020/3/21,2020/3/21
577,2021/6/17,6.5,{},2021/7/5,2021/7/5
39689,2020/4/4,1.7,{},2020/4/15,2020/4/15
32906,2021/4/27,21,{"2021-04-28": "19.98"},2021/4/29,2021/4/29
25321,2021/7/15,42.5,{"2021-07-18": "41.5"},2021/7/29,2021/7/29
37218,2020/8/18,22.8,{},2020/8/20,2020/8/20
16872,2021/2/22,10.5,{},2021/2/23,2021/2/23
21846,2021/3/3,4.28,{},2021/3/13,2021/3/13
38367,2021/3/20,4.68,"{""2021-03-22"": ""4.28"", ""2021-03-30"": ""4.18"", ""2021-04-04"": ""3.98""}",2021/4/5,2021/4/5
5902,2020/9/16,1.45,{},2020/9/29,2020/9/29
351,2021/5/11,5.39,{},2021/5/22,2021/5/22
63926,2020/9/29,39.5,"{""2020-09-30"": ""38.8"", ""2020-10-04"": ""38.6"", ""2020-10-10"": ""38""}",2020/10/31,2020/10/31
19888,2020/7/25,1.8,{},2020/7/26,2020/7/26
34962,2021/4/17,11,{},2021/5/5,2021/5/5
28580,2020/4/20,24.5,{},2020/4/23,2020/4/23
24110,2020/5/11,10.8,"{""2020-05-12"": ""10.6"", ""2020-05-23"": ""8.9"", ""2020-05-24"": ""8.5""}",2020/5/27,2020/5/27
25699,2020/7/16,13.59,{},2020/8/6,2020/8/6
40722,2021/6/25,19.68,"{""2021-07-05"": ""18.98"", ""2021-07-25"": ""17.98""}",2021/7/26,2021/7/26
61959,2020/7/24,13.8,{},2020/8/4,2020/8/4
65637,2020/10/11,32.98,{},2020/10/17,2020/10/17
52791,2020/3/8,12.9,{},2020/4/14,2020/4/14
21267,2020/11/25,80,{},2020/12/26,2020/12/26
1036,2021/7/7,1,{},2021/7/13,2021/7/13
9037,2020/10/23,3.8,{},2020/10/25,2020/10/25
42531,2021/4/2,12.8,"{""2021-04-09"": ""12.6"", ""2021-04-14"": ""12.2"", ""2021-04-15"": ""11.8""}",2021/4/21,2021/4/21
104,2021/5/27,17.4148,{},2021/7/6,2021/7/6
59414,2020/4/9,16.18,{"2020-07-24": "10.6"},2020/7/25,2020/7/25
2894,2020/9/21,12.6,{},2020/10/5,2020/10/5
5830,2020/12/23,4.18,{},2020/12/26,2020/12/26
2492,2021/6/10,7.11,"{""2021-06-11"": ""6.98"", ""2021-06-12"": ""6.88"", ""2021-06-17"": ""6.68""}",2021/6/18,2021/6/18
52129,2021/6/17,25,{},2021/6/20,2021/6/20
26961,2020/4/11,23.6,{"2020-04-27": "23.5"},2020/5/1,2020/5/1
20175,2021/3/13,2.5,{},2021/3/13,2021/3/13
59597,2021/5/30,4.2,{},2021/6/18,2021/6/18
1315,2021/7/7,9.2,{},2021/7/16,2021/7/16
7679,2020/11/27,4.78,{},2020/12/16,2020/12/16
23600,2021/3/29,18,{},2021/4/30,2021/4/30
13599,2020/7/7,52,{},2020/7/20,2020/7/20
30144,2021/5/28,12.5,{},2021/6/2,2021/6/2
14039,2020/11/2,20.9,{"2020-11-04": "20.6"},2020/11/6,2020/11/6
43433,2020/10/6,2.7,{"2020-11-03": "2.35"},2020/11/11,2020/11/11
13692,2020/8/27,31.38,{"2020-08-28": "31"},2020/9/14,2020/9/14
40295,2020/3/27,1.2,{},2020/6/2,2020/6/2
53831,2021/7/26,4.98,{},2021/7/30,2021/7/30
30390,2021/1/11,2.68,{"2021-01-19": "2.48"},2021/3/6,2021/3/6
891,2021/7/20,6,{},2021/8/2,2021/8/2
67071,2020/12/16,8.8,{},2020/12/27,2020/12/27
5585,2021/6/23,29.76,{},2021/7/8,2021/7/8
4967,2021/1/24,5.08,{},2021/1/27,2021/1/27
26746,2020/4/9,29.8,{"2020-04-15": "28.8"},2020/4/21,2020/4/21
49837,2020/10/24,4.38,{},2020/10/28,2020/10/28
4264,2021/4/11,0.99,{},2021/4/16,2021/4/16
34153,2020/8/9,0.98,{"2020-08-12": "0.88"},2020/8/24,2020/8/24
22637,2020/10/19,18.28,{"2020-10-23": "17.98"},2020/10/24,2020/10/24
52932,2020/8/9,12.8,{},2020/8/11,2020/8/11
59498,2021/4/25,13.68,"{""2021-04-28"": ""13.58"", ""2021-04-29"": ""13.38"", ""2021-05-04"": ""13.28"", ""2021-05-05"": ""13.18""}",2021/5/10,2021/5/10
15427,2021/4/27,7.5,{},2021/5/13,2021/5/13
51907,2020/5/4,2.5,{},2020/5/6,2020/5/6
808,2021/5/9,3.3,"{""2021-05-15"": ""3"", ""2021-05-21"": ""2.79""}",2021/5/22,2021/5/22
33214,2020/7/9,4.4,{},2020/7/12,2020/7/12
45341,2020/11/12,4.28,{},2020/11/21,2020/11/21
66245,2020/9/30,40.5,{"2020-10-16": "39.98"},2020/10/19,2020/10/19
7047,2020/11/29,1.99,{},2020/12/2,2020/12/2
45352,2020/7/2,15.9,"{""2020-07-09"": ""15.8"", ""2020-07-13"": ""15.7"", ""2020-07-18"": ""15.5"", ""2020-07-27"": ""15.3"", ""2020-08-01"": ""15""}",2020/8/6,2020/8/6
66118,2020/7/25,3.58,{},2020/8/3,2020/8/3
61554,2021/5/8,2.98,{},2021/5/9,2021/5/9
22243,2020/7/12,10.3,{},2020/7/20,2020/7/20
12034,2021/3/18,15.68,{},2021/3/25,2021/3/25
5265,2021/2/20,23.38,{},2021/2/21,2021/2/21
53727,2020/11/25,7.58,{},2021/2/22,2021/2/22
11979,2021/3/16,3.68,{},2021/3/27,2021/3/27
73220,2020/5/5,11.88,"{""2020-06-28"": ""11.2"", ""2020-07-07"": ""10.6""}",2020/8/22,2020/8/22
43404,2021/5/12,1.8,{},2021/5/12,2021/5/12
34858,2021/3/24,18.8,{"2021-04-13": "18.68"},2021/5/10,2021/5/10
6923,2021/1/5,5.68,{},2021/2/21,2021/2/21
21618,2020/6/29,9.5,"{""2020-07-01"": ""9.28"", ""2020-07-02"": ""8.9"", ""2020-07-03"": ""8.8""}",2020/7/4,2020/7/4
67963,2020/9/25,11.78,{},2020/10/15,2020/10/15
39438,2020/1/5,14.8,{"2020-01-09": "14.4"},2020/2/19,2020/2/19
24101,2020/8/14,76,{},2020/8/15,2020/8/15
24575,2021/7/13,9.5,{"2021-07-18": "9.3"},2021/8/13,2021/8/13
68873,2020/11/13,4.98,{},2020/11/21,2020/11/21
37057,2020/4/7,20.88,{"2020-04-09": "20"},2020/4/19,2020/4/19
286,2021/5/27,8.85,{},2021/5/30,2021/5/30
2224,2020/1/11,0.95,{},2020/1/17,2020/1/17
977,2021/5/7,8.05,{},2021/6/14,2021/6/14
4685,2020/9/6,25.8,"{""2020-09-07"": ""22.98"", ""2020-09-28"": ""24.98""}",2020/11/16,2020/11/16
1225,2021/5/29,20.6,{},2021/6/12,2021/6/12
29444,2021/3/22,6.9,{},2021/3/27,2021/3/27
73903,2020/11/1,22.98,{},2020/11/29,2020/11/29
20172,2021/1/25,4.98,{},2021/2/21,2021/2/21
29025,2020/10/29,8.8,{},2020/10/30,2020/10/30
1485,2021/7/10,9.9499,{},2021/10/6,2021/10/6
57792,2021/4/18,11.6,{},2021/4/27,2021/4/27
71831,2020/12/27,2.8,{},2021/1/1,2021/1/1
1981,2020/10/21,8.48,{},2021/4/5,2021/4/5
53325,2021/7/3,6.2,{},2021/7/18,2021/7/18
774,2021/6/12,19,{},2021/7/7,2021/7/7
32073,2021/1/7,6.98,{},2021/2/24,2021/2/24
1332,2021/7/23,5.9999,{},2021/9/6,2021/9/6
68701,2020/8/17,4.65,{},2020/9/19,2020/9/19
67831,2020/7/12,1.98,{},2020/7/23,2020/7/23
15377,2021/4/16,4.1,{},2021/4/19,2021/4/19
52842,2021/4/15,9.3,{},2021/4/16,2021/4/16
53919,2021/4/13,13.5,{},2021/5/6,2021/5/6
3609,2020/6/21,6.5,{},2020/6/25,2020/6/25
1955,2020/7/9,9.18,{},2020/7/14,2020/7/14
613,2021/7/2,8.36,{},2021/8/25,2021/8/25
58886,2020/10/20,2.6,{},2020/10/22,2020/10/22
18049,2020/4/15,11.88,{"2020-04-18": "11.68"},2020/5/2,2020/5/2
30206,2020/4/30,19.2,{},2020/5/5,2020/5/5
67212,2020/10/14,8.98,{"2020-10-28": "8.88"},2020/10/30,2020/10/30
35284,2020/6/13,14.68,{"2020-06-14": "12.78"},2020/6/18,2020/6/18
73337,2021/6/11,24.8,{},2021/6/15,2021/6/15
28759,2020/5/21,9.6,"{""2020-05-28"": ""8.9799"", ""2020-06-01"": ""8.5""}",2020/6/1,2020/6/1
65964,2021/4/15,16.18,{},2021/4/28,2021/4/28
30454,2020/8/27,17.28,"{""2020-08-28"": ""15.88"", ""2020-09-04"": ""15.78"", ""2020-09-10"": ""15.58"", ""2020-09-15"": ""15.28""}",2020/9/16,2020/9/16
14023,2021/7/2,21.5,{"2021-07-09": "21.3"},2021/7/10,2021/7/10
64283,2020/10/5,5.68,{"2020-10-16": "5"},2020/10/23,2020/10/23
11276,2020/4/14,15,"{""2020-05-02"": ""14"", ""2020-05-29"": ""12""}",2020/10/5,2020/10/5
65158,2020/12/18,13.88,{},2020/12/29,2020/12/29
40936,2020/8/25,23.2,{},2020/9/3,2020/9/3
66510,2020/9/25,16.68,{},2020/10/13,2020/10/13
58293,2020/9/14,11.8,{},2020/9/17,2020/9/17
9261,2021/1/31,5.8,{},2021/2/21,2021/2/21
566,2021/4/10,3.77,{},2021/4/29,2021/4/29
44029,2021/4/13,17.5,{},2021/4/13,2021/4/13
23885,2020/11/25,5,{},2020/12/2,2020/12/2
28951,2021/7/8,19.5,{"2021-07-18": "18.98"},2021/10/2,2021/10/2
30132,2020/8/5,26.98,{},2020/8/24,2020/8/24
27455,2020/7/19,4.68,{},2020/7/22,2020/7/22
56608,2020/7/4,9.98,{},2020/7/21,2020/7/21
15363,2020/5/4,4.55,{},2020/5/20,2020/5/20
43423,2021/6/26,2.38,{},2021/7/9,2021/7/9
3386,2021/1/16,3.58,{"2021-01-19": "3.48"},2021/1/21,2021/1/21
19195,2020/9/30,5.28,{},2020/10/6,2020/10/6
23947,2020/8/28,10.6,{},2020/10/17,2020/10/17
12696,2021/6/3,19.8,{"2021-06-05": "18.98"},2021/7/1,2021/7/1
52841,2020/10/28,6.98,{},2020/10/29,2020/10/29
30629,2020/7/23,14.2,{"2020-07-24": "13.8"},2020/7/28,2020/7/28
21815,2020/4/3,31,{},2020/5/27,2020/5/27
52774,2020/10/21,9,{},2020/10/29,2020/10/29
30344,2020/6/28,18.7,{"2020-07-08": "17.9"},2020/7/12,2020/7/12
67848,2020/8/11,12.98,{},2020/8/16,2020/8/16
1810,2020/4/19,16.5,{},2020/4/19,2020/4/19
24982,2020/6/30,23.28,{"2020-07-06": "22.68"},2020/7/7,2020/7/7
44469,2020/11/27,1.6,{},2020/12/26,2020/12/26
39184,2020/12/25,25.8,{},2020/12/29,2020/12/29
40802,2020/8/26,4,{},2020/8/27,2020/8/27
29304,2021/7/22,22.5,{},2021/8/19,2021/8/19
17166,2021/3/29,16.98,{},2021/4/19,2021/4/19
2056,2020/10/25,11.28,{},2020/11/11,2020/11/11
63157,2020/8/8,23.5,{},2020/8/16,2020/8/16
218,2021/7/10,9.3,{},2021/10/8,2021/10/8
51544,2021/3/22,34.6,"{""2021-04-01"": ""34.38"", ""2021-04-09"": ""34.08""}",2021/4/10,2021/4/10
60577,2020/7/2,19,{"2020-08-13": "18.3"},2020/8/26,2020/8/26
18559,2020/7/11,7.88,{"2020-07-14": "7.78"},2020/7/14,2020/7/14
55658,2020/11/10,4.5,"{""2020-11-22"": ""4.36"", ""2020-12-02"": ""3.98"", ""2020-12-03"": ""2.98""}",2020/12/6,2020/12/6
61280,2020/7/16,4.68,"{""2020-07-22"": ""4.48"", ""2020-08-01"": ""4.3""}",2020/8/3,2020/8/3
66009,2020/5/12,21.3,{},2020/5/14,2020/5/14
20077,2020/8/27,19.6,{},2020/9/16,2020/9/16
73481,2021/5/26,16.5,{},2021/5/31,2021/5/31
53348,2021/5/19,19.98,{},2021/5/28,2021/5/28
39016,2020/4/2,4.88,{"2020-04-09": "4.48"},2020/4/17,2020/4/17
636,2021/7/20,2.3,{},2021/8/12,2021/8/12
27075,2020/9/1,30,{},2020/9/13,2020/9/13
65146,2021/1/5,1.68,{},2021/1/10,2021/1/10
21643,2020/10/11,3.75,{},2020/10/21,2020/10/21
27751,2020/8/27,4.8,{},2020/9/3,2020/9/3
28288,2020/11/5,4.6,{},2020/12/28,2020/12/28
2071,2020/7/6,72.8,{},2020/7/11,2020/7/11
68301,2020/4/30,9.58,{},2020/5/7,2020/5/7
31953,2020/8/23,1.8,{},2020/8/23,2020/8/23
66337,2021/1/11,13.3,{"2021-01-14": "12.8"},2021/1/16,2021/1/16
42645,2020/4/18,3.58,"{""2020-04-21"": ""3.38"", ""2020-04-24"": ""3.28""}",2020/4/25,2020/4/25
14036,2020/8/23,20.6,{},2020/9/6,2020/9/6
458,2021/5/18,8.64,{},2021/5/23,2021/5/23
30215,2021/1/9,20.8,{"2021-01-18": "19.98"},2021/2/23,2021/2/23
22613,2021/4/15,20.8,{},2021/4/26,2021/4/26
15995,2020/8/22,8.2,{"2020-08-23": "7.7"},2020/8/31,2020/8/31
1508,2021/7/24,8.7,{},2021/7/25,2021/7/25
33413,2020/10/8,4.38,{},2020/10/19,2020/10/19
23628,2020/10/6,15.98,{},2020/10/11,2020/10/11
72273,2020/4/11,8.5,{"2020-04-12": "8.2"},2020/4/14,2020/4/14
13080,2021/6/18,10.98,"{""2021-06-22"": ""9.88"", ""2021-07-06"": ""9.5""}",2021/8/30,2021/8/30
24772,2020/9/30,5.8,{},2020/10/20,2020/10/20
27713,2020/6/21,12.9,{},2020/7/6,2020/7/6
48515,2021/5/9,2,{},2021/5/10,2021/5/10
17807,2020/3/31,12.9,"{""2020-04-01"": ""12.6"", ""2020-04-05"": ""74.8"", ""2020-04-06"": ""71.8""}",2020/4/20,2020/4/20
16201,2021/4/23,8.88,{"2021-04-29": "8.6"},2021/5/4,2021/5/4
29896,2020/10/5,14.98,{},2020/10/20,2020/10/20
36851,2020/7/7,4.98,{"2020-07-12": "4.68"},2020/7/15,2020/7/15
33755,2021/6/5,3,{},2021/6/8,2021/6/8
23347,2020/9/30,4.28,{"2020-10-06": "3.98"},2020/10/10,2020/10/10
43817,2020/6/24,12.8,{},2020/6/26,2020/6/26
46399,2021/5/25,1.98,{},2021/5/26,2021/5/26
24685,2020/12/13,10.8,{},2020/12/30,2020/12/30
66747,2021/3/15,7.08,{"2021-03-19": "6.98"},2021/3/30,2021/3/30
73322,2020/12/13,8.38,{},2021/1/22,2021/1/22
48745,2020/7/30,20.3,{},2020/8/30,2020/8/30
46984,2021/3/12,27,{},2021/3/18,2021/3/18
16999,2021/6/14,18.5,{},2021/7/5,2021/7/5
1487,2021/5/27,9.8,{"2021-05-28": "9.99"},2021/6/10,2021/6/10
36657,2020/7/20,2.35,{},2020/9/1,2020/9/1
26541,2021/5/27,22.5,{},2021/7/13,2021/7/13
31354,2020/4/15,6.8,{},2020/4/25,2020/4/25
17425,2021/6/22,6.8,{},2021/6/23,2021/6/23
63100,2021/5/11,19.35,{"2021-05-17": "18.58"},2021/9/14,2021/9/14
58207,2020/8/29,10.8,{},2020/9/2,2020/9/2
49987,2021/1/26,16.5,"{""2021-02-02"": ""15.5"", ""2021-02-26"": ""15"", ""2021-03-08"": ""14.8"", ""2021-03-10"": ""14""}",2021/3/12,2021/3/12
65854,2020/7/11,21.56,{},2020/8/2,2020/8/2
10686,2020/4/13,10.58,{},2020/5/1,2020/5/1
7723,2021/1/18,8.38,{},2021/2/7,2021/2/7
54386,2020/7/24,10.8,{},2020/9/2,2020/9/2
66005,2021/3/16,7.9,{},2021/3/17,2021/3/17
5545,2020/6/21,9.6,"{""2020-07-01"": ""9.38"", ""2020-07-05"": ""8.99""}",2020/7/18,2020/7/18
35441,2021/4/15,8.4,"{""2021-04-17"": ""8.35"", ""2021-04-29"": ""8.3""}",2021/5/4,2021/5/4
32081,2020/1/11,3.88,{},2020/2/29,2020/2/29
28681,2020/12/10,14.88,{},2021/1/8,2021/1/8
71040,2021/6/25,14.88,{},2021/7/6,2021/7/6
41135,2020/11/25,3.2,{"2020-11-26": "2.85"},2020/12/2,2020/12/2
36340,2020/4/18,3.28,{},2020/6/19,2020/6/19
72329,2020/11/7,10.8,{},2020/11/9,2020/11/9
40891,2021/6/14,33.8,"{""2021-06-15"": ""32"", ""2021-06-17"": ""30.5"", ""2021-06-26"": ""29.8"", ""2021-07-06"": ""28.5""}",2021/7/7,2021/7/7
15599,2020/1/10,23.2,{},2020/3/9,2020/3/9
44727,2020/5/20,2.5,{"2020-05-24": "2.35"},2020/5/25,2020/5/25
46332,2020/8/19,6.8,{"2020-08-21": "6.5"},2020/8/26,2020/8/26
49326,2021/6/28,5.58,{},2021/7/16,2021/7/16
64734,2020/7/23,0.6,{},2020/7/24,2020/7/24
38992,2020/8/1,28.8,{},2020/8/15,2020/8/15
29739,2020/11/11,1.5,{},2020/11/18,2020/11/18
71127,2021/1/30,1.3,{},2021/1/31,2021/1/31
45995,2020/10/17,36.58,{"2020-11-16": "36.38"},2020/11/16,2020/11/16
25104,2021/3/11,11.58,"{""2021-03-14"": ""11.18"", ""2021-03-16"": ""10.98"", ""2021-03-19"": ""10.88""}",2021/4/18,2021/4/18
8202,2021/6/12,10.5,{},2021/6/26,2021/6/26
53367,2020/4/17,22.5,"{""2020-04-29"": ""22"", ""2020-05-02"": ""21""}",2020/5/10,2020/5/10
73072,2020/8/9,7,{},2020/8/20,2020/8/20
51526,2020/4/26,17.88,{},2020/6/28,2020/6/28
49463,2020/7/22,3.4,{},2020/9/25,2020/9/25
880,2021/3/29,1,{},2021/4/9,2021/4/9
488,2021/6/22,5.65,{},2021/7/19,2021/7/19
72092,2020/12/4,22.5,{},2021/1/22,2021/1/22
67603,2021/4/23,8.5,{},2021/4/23,2021/4/23
42320,2021/3/12,12.88,{},2021/3/26,2021/3/26
